,zone,time,MAC,dust,superdust,tvoc,temp,humid
1254,R&D 연구시설단지,2022-02-21T19:00:00.000Z,229798007104984,18,23,228.0,-2,46
1255,주거단지,2022-02-21T20:00:00.000Z,225399960593880,20,24,373.0,-2,48
1256,미래형 자동차1,2022-02-21T20:00:00.000Z,226499472221656,14,17,235.0,-2,51
1257,미래형 자동차2,2022-02-21T20:00:00.000Z,227598983849432,18,21,927.0,-2,50
1258,미래형 자동차3,2022-02-21T20:00:00.000Z,228698495477208,16,18,799.0,-2,49
1259,R&D 연구시설단지,2022-02-21T20:00:00.000Z,229798007104984,21,27,210.0,-2,48
1260,주거단지,2022-02-21T21:00:00.000Z,225399960593880,24,29,430.0,-2,51
1261,미래형 자동차1,2022-02-21T21:00:00.000Z,226499472221656,15,19,250.0,-3,54
1262,미래형 자동차2,2022-02-21T21:00:00.000Z,227598983849432,22,26,948.0,-3,53
1263,미래형 자동차3,2022-02-21T21:00:00.000Z,228698495477208,20,21,753.0,-2,52
1264,R&D 연구시설단지,2022-02-21T21:00:00.000Z,229798007104984,23,29,260.0,-3,52
1265,주거단지,2022-02-21T22:00:00.000Z,225399960593880,19,23,455.0,-2,36
1266,미래형 자동차1,2022-02-21T22:00:00.000Z,226499472221656,15,18,252.0,-2,42
1267,미래형 자동차2,2022-02-21T22:00:00.000Z,227598983849432,17,20,824.0,-1,35
1268,미래형 자동차3,2022-02-21T22:00:00.000Z,228698495477208,15,16,789.0,-1,35
1269,R&D 연구시설단지,2022-02-21T22:00:00.000Z,229798007104984,21,27,602.0,-2,37
1270,주거단지,2022-02-21T23:00:00.000Z,225399960593880,19,23,378.0,-1,31
1271,미래형 자동차1,2022-02-21T23:00:00.000Z,226499472221656,14,18,264.0,2,28
1272,미래형 자동차2,2022-02-21T23:00:00.000Z,227598983849432,18,20,743.0,1,28
1273,미래형 자동차3,2022-02-21T23:00:00.000Z,228698495477208,16,18,662.0,1,29
1274,R&D 연구시설단지,2022-02-21T23:00:00.000Z,229798007104984,21,27,443.0,0,28
1275,주거단지,2022-02-22T00:00:00.000Z,225399960593880,19,22,412.0,1,26
1276,미래형 자동차1,2022-02-22T00:00:00.000Z,226499472221656,15,19,254.0,3,25
1277,미래형 자동차2,2022-02-22T00:00:00.000Z,227598983849432,18,20,711.0,3,24
1278,미래형 자동차3,2022-02-22T00:00:00.000Z,228698495477208,15,17,817.0,2,25
1279,R&D 연구시설단지,2022-02-22T00:00:00.000Z,229798007104984,20,26,379.0,1,25
1280,주거단지,2022-02-22T01:00:00.000Z,225399960593880,19,22,417.0,3,22
1281,미래형 자동차1,2022-02-22T01:00:00.000Z,226499472221656,14,18,247.0,4,23
1282,미래형 자동차2,2022-02-22T01:00:00.000Z,227598983849432,18,20,729.0,4,22
1283,미래형 자동차3,2022-02-22T01:00:00.000Z,228698495477208,16,18,813.0,3,24
1284,R&D 연구시설단지,2022-02-22T01:00:00.000Z,229798007104984,20,26,313.0,2,24
1285,주거단지,2022-02-22T02:00:00.000Z,225399960593880,19,22,446.0,4,21
1286,미래형 자동차1,2022-02-22T02:00:00.000Z,226499472221656,15,18,253.0,5,21
1287,미래형 자동차2,2022-02-22T02:00:00.000Z,227598983849432,18,20,731.0,5,21
1288,미래형 자동차3,2022-02-22T02:00:00.000Z,228698495477208,16,17,773.0,3,23
1289,R&D 연구시설단지,2022-02-22T02:00:00.000Z,229798007104984,21,26,286.0,3,22
1290,주거단지,2022-02-22T03:00:00.000Z,225399960593880,20,23,424.0,6,20
1291,미래형 자동차1,2022-02-22T03:00:00.000Z,226499472221656,15,19,237.0,5,22
1292,미래형 자동차2,2022-02-22T03:00:00.000Z,227598983849432,20,22,744.0,6,21
1293,미래형 자동차3,2022-02-22T03:00:00.000Z,228698495477208,18,19,698.0,4,22
1294,R&D 연구시설단지,2022-02-22T03:00:00.000Z,229798007104984,22,28,240.0,4,21
1295,주거단지,2022-02-22T04:00:00.000Z,225399960593880,20,23,485.0,9,18
1296,미래형 자동차1,2022-02-22T04:00:00.000Z,226499472221656,15,20,231.0,7,20
1297,미래형 자동차2,2022-02-22T04:00:00.000Z,227598983849432,20,23,722.0,7,20
1298,미래형 자동차3,2022-02-22T04:00:00.000Z,228698495477208,17,19,794.0,6,21
1299,R&D 연구시설단지,2022-02-22T04:00:00.000Z,229798007104984,20,26,264.0,5,20
1300,주거단지,2022-02-22T05:00:00.000Z,225399960593880,20,23,522.0,8,18
1301,미래형 자동차1,2022-02-22T05:00:00.000Z,226499472221656,15,19,237.0,7,20
1302,미래형 자동차2,2022-02-22T05:00:00.000Z,227598983849432,20,22,775.0,6,20
1303,미래형 자동차3,2022-02-22T05:00:00.000Z,228698495477208,17,18,878.0,5,20
1304,R&D 연구시설단지,2022-02-22T05:00:00.000Z,229798007104984,19,24,312.0,5,20
1305,주거단지,2022-02-22T06:00:00.000Z,225399960593880,24,27,446.0,5,20
1306,미래형 자동차1,2022-02-22T06:00:00.000Z,226499472221656,17,22,243.0,6,21
1307,미래형 자동차2,2022-02-22T06:00:00.000Z,227598983849432,22,25,811.0,5,21
1308,미래형 자동차3,2022-02-22T06:00:00.000Z,228698495477208,20,21,888.0,5,22
1309,R&D 연구시설단지,2022-02-22T06:00:00.000Z,229798007104984,20,26,312.0,5,20
1310,주거단지,2022-02-22T07:00:00.000Z,225399960593880,25,28,339.0,5,21
1311,미래형 자동차1,2022-02-22T07:00:00.000Z,226499472221656,17,22,246.0,5,22
1312,미래형 자동차2,2022-02-22T07:00:00.000Z,227598983849432,23,26,760.0,5,23
1313,미래형 자동차3,2022-02-22T07:00:00.000Z,228698495477208,20,22,674.0,5,22
1314,R&D 연구시설단지,2022-02-22T07:00:00.000Z,229798007104984,21,27,274.0,5,20
1315,주거단지,2022-02-22T08:00:00.000Z,225399960593880,28,32,376.0,4,22
1316,미래형 자동차1,2022-02-22T08:00:00.000Z,226499472221656,18,23,234.0,4,24
1317,미래형 자동차2,2022-02-22T08:00:00.000Z,227598983849432,26,29,718.0,4,24
1318,미래형 자동차3,2022-02-22T08:00:00.000Z,228698495477208,23,25,662.0,4,24
1319,R&D 연구시설단지,2022-02-22T08:00:00.000Z,229798007104984,22,27,399.0,4,22
1320,주거단지,2022-02-22T09:00:00.000Z,225399960593880,32,38,328.0,3,25
1321,미래형 자동차1,2022-02-22T09:00:00.000Z,226499472221656,20,26,256.0,3,28
1322,미래형 자동차2,2022-02-22T09:00:00.000Z,227598983849432,31,35,768.0,3,27
1323,미래형 자동차3,2022-02-22T09:00:00.000Z,228698495477208,28,30,668.0,3,27
1324,R&D 연구시설단지,2022-02-22T09:00:00.000Z,229798007104984,26,33,445.0,3,26
1325,주거단지,2022-02-22T10:00:00.000Z,225399960593880,36,44,446.0,2,29
1326,미래형 자동차1,2022-02-22T10:00:00.000Z,226499472221656,21,26,258.0,1,32
1327,미래형 자동차2,2022-02-22T10:00:00.000Z,227598983849432,35,41,962.0,1,31
1328,미래형 자동차3,2022-02-22T10:00:00.000Z,228698495477208,32,34,739.0,2,30
1329,R&D 연구시설단지,2022-02-22T10:00:00.000Z,229798007104984,28,35,482.0,1,31
1330,주거단지,2022-02-22T11:00:00.000Z,225399960593880,40,50,838.0,1,34
1331,미래형 자동차1,2022-02-22T11:00:00.000Z,226499472221656,20,25,257.0,0,37
1332,미래형 자동차2,2022-02-22T11:00:00.000Z,227598983849432,37,44,890.0,0,39
1333,미래형 자동차3,2022-02-22T11:00:00.000Z,228698495477208,33,35,761.0,0,37
1334,R&D 연구시설단지,2022-02-22T11:00:00.000Z,229798007104984,28,36,944.0,-1,38
1335,주거단지,2022-02-22T12:00:00.000Z,225399960593880,43,54,984.0,0,36
1336,미래형 자동차1,2022-02-22T12:00:00.000Z,226499472221656,22,28,282.0,-1,39
1337,미래형 자동차2,2022-02-22T12:00:00.000Z,227598983849432,39,47,1069.0,-1,41
1338,미래형 자동차3,2022-02-22T12:00:00.000Z,228698495477208,36,39,1088.0,-1,40
1339,R&D 연구시설단지,2022-02-22T12:00:00.000Z,229798007104984,29,37,1309.0,-2,46
1340,주거단지,2022-02-22T13:00:00.000Z,225399960593880,41,51,572.0,0,37
1341,미래형 자동차1,2022-02-22T13:00:00.000Z,226499472221656,23,29,284.0,-1,42
1342,미래형 자동차2,2022-02-22T13:00:00.000Z,227598983849432,41,51,1178.0,-1,41
1343,미래형 자동차3,2022-02-22T13:00:00.000Z,228698495477208,35,39,1016.0,-1,40
1344,R&D 연구시설단지,2022-02-22T13:00:00.000Z,229798007104984,31,39,1260.0,-2,47
1345,주거단지,2022-02-22T14:00:00.000Z,225399960593880,40,51,817.0,-1,44
1346,미래형 자동차1,2022-02-22T14:00:00.000Z,226499472221656,20,25,259.0,-2,47
1347,미래형 자동차2,2022-02-22T14:00:00.000Z,227598983849432,37,45,984.0,-2,49
1348,미래형 자동차3,2022-02-22T14:00:00.000Z,228698495477208,34,37,991.0,-2,49
1349,R&D 연구시설단지,2022-02-22T14:00:00.000Z,229798007104984,30,38,897.0,-2,51
1350,주거단지,2022-02-22T15:00:00.000Z,225399960593880,43,54,344.0,-1,49
1351,미래형 자동차1,2022-02-22T15:00:00.000Z,226499472221656,24,31,266.0,-1,51
1352,미래형 자동차2,2022-02-22T15:00:00.000Z,227598983849432,42,51,914.0,-1,51
1353,미래형 자동차3,2022-02-22T15:00:00.000Z,228698495477208,39,45,724.0,-1,51
1354,R&D 연구시설단지,2022-02-22T15:00:00.000Z,229798007104984,36,46,391.0,-2,50
1355,주거단지,2022-02-22T16:00:00.000Z,225399960593880,47,59,365.0,-1,52
1356,미래형 자동차1,2022-02-22T16:00:00.000Z,226499472221656,26,33,272.0,-2,55
1357,미래형 자동차2,2022-02-22T16:00:00.000Z,227598983849432,46,57,936.0,-1,54
1358,미래형 자동차3,2022-02-22T16:00:00.000Z,228698495477208,43,52,807.0,-1,54
1359,R&D 연구시설단지,2022-02-22T16:00:00.000Z,229798007104984,43,56,272.0,-1,53
1360,주거단지,2022-02-22T17:00:00.000Z,225399960593880,42,53,314.0,-2,52
1361,미래형 자동차1,2022-02-22T17:00:00.000Z,226499472221656,23,29,260.0,-2,53
1362,미래형 자동차2,2022-02-22T17:00:00.000Z,227598983849432,41,51,936.0,-2,54
1363,미래형 자동차3,2022-02-22T17:00:00.000Z,228698495477208,39,44,684.0,-2,53
1364,R&D 연구시설단지,2022-02-22T17:00:00.000Z,229798007104984,41,52,248.0,-2,52
1365,주거단지,2022-02-22T18:00:00.000Z,225399960593880,32,38,227.0,-2,50
1366,미래형 자동차1,2022-02-22T18:00:00.000Z,226499472221656,18,23,256.0,-2,52
1367,미래형 자동차2,2022-02-22T18:00:00.000Z,227598983849432,30,35,861.0,-2,51
1368,미래형 자동차3,2022-02-22T18:00:00.000Z,228698495477208,27,29,551.0,-2,51
1369,R&D 연구시설단지,2022-02-22T18:00:00.000Z,229798007104984,31,39,219.0,-2,50
1370,주거단지,2022-02-22T19:00:00.000Z,225399960593880,33,38,201.0,-3,55
1371,미래형 자동차1,2022-02-22T19:00:00.000Z,226499472221656,17,21,245.0,-3,54
1372,미래형 자동차2,2022-02-22T19:00:00.000Z,227598983849432,31,35,880.0,-3,56
1373,미래형 자동차3,2022-02-22T19:00:00.000Z,228698495477208,28,30,503.0,-3,56
1374,R&D 연구시설단지,2022-02-22T19:00:00.000Z,229798007104984,31,39,189.0,-3,54
1375,주거단지,2022-02-22T20:00:00.000Z,225399960593880,28,33,221.0,-4,54
1376,미래형 자동차1,2022-02-22T20:00:00.000Z,226499472221656,15,19,249.0,-4,55
1377,미래형 자동차2,2022-02-22T20:00:00.000Z,227598983849432,26,30,893.0,-4,55
1378,미래형 자동차3,2022-02-22T20:00:00.000Z,228698495477208,23,25,545.0,-4,55
1379,R&D 연구시설단지,2022-02-22T20:00:00.000Z,229798007104984,30,38,190.0,-4,54
1380,주거단지,2022-02-22T21:00:00.000Z,225399960593880,19,23,248.0,-4,43
1381,미래형 자동차1,2022-02-22T21:00:00.000Z,226499472221656,13,16,240.0,-5,45
1382,미래형 자동차2,2022-02-22T21:00:00.000Z,227598983849432,17,20,865.0,-5,45
1383,미래형 자동차3,2022-02-22T21:00:00.000Z,228698495477208,15,17,575.0,-4,45
1384,R&D 연구시설단지,2022-02-22T21:00:00.000Z,229798007104984,24,31,191.0,-5,44
1385,주거단지,2022-02-22T22:00:00.000Z,225399960593880,15,19,363.0,-5,33
1386,미래형 자동차1,2022-02-22T22:00:00.000Z,226499472221656,12,15,242.0,-5,35
1387,미래형 자동차2,2022-02-22T22:00:00.000Z,227598983849432,14,16,799.0,-5,34
1388,미래형 자동차3,2022-02-22T22:00:00.000Z,228698495477208,12,13,591.0,-5,34
1389,R&D 연구시설단지,2022-02-22T22:00:00.000Z,229798007104984,20,26,219.0,-5,33
1390,주거단지,2022-02-22T23:00:00.000Z,225399960593880,16,20,264.0,-5,31
1391,미래형 자동차1,2022-02-22T23:00:00.000Z,226499472221656,12,15,253.0,-5,32
1392,미래형 자동차2,2022-02-22T23:00:00.000Z,227598983849432,14,17,692.0,-4,31
1393,미래형 자동차3,2022-02-22T23:00:00.000Z,228698495477208,12,14,485.0,-5,32
1394,R&D 연구시설단지,2022-02-22T23:00:00.000Z,229798007104984,21,26,275.0,-4,30
1395,주거단지,2022-02-23T00:00:00.000Z,225399960593880,21,25,577.0,-4,30
1396,미래형 자동차1,2022-02-23T00:00:00.000Z,226499472221656,13,17,258.0,-3,31
1397,미래형 자동차2,2022-02-23T00:00:00.000Z,227598983849432,17,20,759.0,-3,30
1398,미래형 자동차3,2022-02-23T00:00:00.000Z,228698495477208,15,17,610.0,-4,31
1399,R&D 연구시설단지,2022-02-23T00:00:00.000Z,229798007104984,22,28,364.0,-3,29
1400,주거단지,2022-02-23T01:00:00.000Z,225399960593880,20,24,365.0,-2,27
1401,미래형 자동차1,2022-02-23T01:00:00.000Z,226499472221656,14,18,279.0,-2,28
1402,미래형 자동차2,2022-02-23T01:00:00.000Z,227598983849432,18,21,759.0,-2,27
1403,미래형 자동차3,2022-02-23T01:00:00.000Z,228698495477208,16,18,634.0,-3,28
1404,R&D 연구시설단지,2022-02-23T01:00:00.000Z,229798007104984,22,28,457.0,-2,27
1405,주거단지,2022-02-23T02:00:00.000Z,225399960593880,21,25,366.0,1,23
1406,미래형 자동차1,2022-02-23T02:00:00.000Z,226499472221656,15,19,289.0,1,24
1407,미래형 자동차2,2022-02-23T02:00:00.000Z,227598983849432,19,22,689.0,2,23
1408,미래형 자동차3,2022-02-23T02:00:00.000Z,228698495477208,17,19,660.0,0,26
1409,R&D 연구시설단지,2022-02-23T02:00:00.000Z,229798007104984,22,28,342.0,0,24
1410,주거단지,2022-02-23T03:00:00.000Z,225399960593880,20,23,365.0,3,20
1411,미래형 자동차1,2022-02-23T03:00:00.000Z,226499472221656,15,18,287.0,2,23
1412,미래형 자동차2,2022-02-23T03:00:00.000Z,227598983849432,19,21,711.0,3,21
1413,미래형 자동차3,2022-02-23T03:00:00.000Z,228698495477208,17,18,690.0,2,23
1414,R&D 연구시설단지,2022-02-23T03:00:00.000Z,229798007104984,21,27,314.0,2,22
1415,주거단지,2022-02-23T04:00:00.000Z,225399960593880,20,22,375.0,4,19
1416,미래형 자동차1,2022-02-23T04:00:00.000Z,226499472221656,15,19,278.0,4,21
1417,미래형 자동차2,2022-02-23T04:00:00.000Z,227598983849432,19,21,711.0,3,21
1418,미래형 자동차3,2022-02-23T04:00:00.000Z,228698495477208,16,18,653.0,2,22
1419,R&D 연구시설단지,2022-02-23T04:00:00.000Z,229798007104984,21,27,272.0,3,20
1420,주거단지,2022-02-23T05:00:00.000Z,225399960593880,21,24,353.0,5,18
1421,미래형 자동차1,2022-02-23T05:00:00.000Z,226499472221656,15,19,265.0,4,20
1422,미래형 자동차2,2022-02-23T05:00:00.000Z,227598983849432,19,22,721.0,4,20
1423,미래형 자동차3,2022-02-23T05:00:00.000Z,228698495477208,17,18,614.0,2,21
1424,R&D 연구시설단지,2022-02-23T05:00:00.000Z,229798007104984,22,28,252.0,4,19
1425,주거단지,2022-02-23T06:00:00.000Z,225399960593880,21,24,436.0,4,18
1426,미래형 자동차1,2022-02-23T06:00:00.000Z,226499472221656,15,19,262.0,4,19
1427,미래형 자동차2,2022-02-23T06:00:00.000Z,227598983849432,19,22,720.0,4,19
1428,미래형 자동차3,2022-02-23T06:00:00.000Z,228698495477208,17,18,721.0,4,19
1429,R&D 연구시설단지,2022-02-23T06:00:00.000Z,229798007104984,20,26,285.0,5,17
1430,주거단지,2022-02-23T07:00:00.000Z,225399960593880,22,25,574.0,3,19
1431,미래형 자동차1,2022-02-23T07:00:00.000Z,226499472221656,15,19,266.0,3,19
1432,미래형 자동차2,2022-02-23T07:00:00.000Z,227598983849432,20,22,724.0,3,19
1433,미래형 자동차3,2022-02-23T07:00:00.000Z,228698495477208,17,19,675.0,3,19
1434,R&D 연구시설단지,2022-02-23T07:00:00.000Z,229798007104984,22,28,282.0,4,18
1435,주거단지,2022-02-23T08:00:00.000Z,225399960593880,22,25,448.0,2,20
1436,미래형 자동차1,2022-02-23T08:00:00.000Z,226499472221656,15,19,284.0,3,20
1437,미래형 자동차2,2022-02-23T08:00:00.000Z,227598983849432,21,23,713.0,2,20
1438,미래형 자동차3,2022-02-23T08:00:00.000Z,228698495477208,18,19,593.0,3,20
1439,R&D 연구시설단지,2022-02-23T08:00:00.000Z,229798007104984,22,28,269.0,3,19
1440,주거단지,2022-02-23T09:00:00.000Z,225399960593880,25,29,496.0,2,21
1441,미래형 자동차1,2022-02-23T09:00:00.000Z,226499472221656,17,22,285.0,1,23
1442,미래형 자동차2,2022-02-23T09:00:00.000Z,227598983849432,22,25,652.0,1,22
1443,미래형 자동차3,2022-02-23T09:00:00.000Z,228698495477208,20,21,493.0,2,22
1444,R&D 연구시설단지,2022-02-23T09:00:00.000Z,229798007104984,24,30,322.0,1,21
1445,주거단지,2022-02-23T10:00:00.000Z,225399960593880,27,33,696.0,1,24
1446,미래형 자동차1,2022-02-23T10:00:00.000Z,226499472221656,18,22,288.0,1,26
1447,미래형 자동차2,2022-02-23T10:00:00.000Z,227598983849432,24,27,719.0,1,25
1448,미래형 자동차3,2022-02-23T10:00:00.000Z,228698495477208,21,23,573.0,1,25
1449,R&D 연구시설단지,2022-02-23T10:00:00.000Z,229798007104984,24,31,347.0,1,25
1450,주거단지,2022-02-23T11:00:00.000Z,225399960593880,22,26,582.0,1,24
1451,미래형 자동차1,2022-02-23T11:00:00.000Z,226499472221656,16,20,277.0,0,30
1452,미래형 자동차2,2022-02-23T11:00:00.000Z,227598983849432,20,23,859.0,0,26
1453,미래형 자동차3,2022-02-23T11:00:00.000Z,228698495477208,17,18,675.0,1,25
1454,R&D 연구시설단지,2022-02-23T11:00:00.000Z,229798007104984,23,30,368.0,0,28
1455,주거단지,2022-02-23T12:00:00.000Z,225399960593880,20,23,319.0,0,24
1456,미래형 자동차1,2022-02-23T12:00:00.000Z,226499472221656,13,17,261.0,0,26
1457,미래형 자동차2,2022-02-23T12:00:00.000Z,227598983849432,18,21,805.0,0,25
1458,미래형 자동차3,2022-02-23T12:00:00.000Z,228698495477208,16,18,734.0,0,25
1459,R&D 연구시설단지,2022-02-23T12:00:00.000Z,229798007104984,22,28,390.0,-1,27
1460,주거단지,2022-02-23T13:00:00.000Z,225399960593880,21,25,218.0,-1,29
1461,미래형 자동차1,2022-02-23T13:00:00.000Z,226499472221656,13,17,282.0,-2,30
1462,미래형 자동차2,2022-02-23T13:00:00.000Z,227598983849432,19,22,714.0,-2,30
1463,미래형 자동차3,2022-02-23T13:00:00.000Z,228698495477208,17,18,439.0,-2,30
1464,R&D 연구시설단지,2022-02-23T13:00:00.000Z,229798007104984,23,29,364.0,-2,29
1465,주거단지,2022-02-23T14:00:00.000Z,225399960593880,18,22,169.0,-3,32
1466,미래형 자동차1,2022-02-23T14:00:00.000Z,226499472221656,13,17,256.0,-3,33
1467,미래형 자동차2,2022-02-23T14:00:00.000Z,227598983849432,17,20,726.0,-3,33
1468,미래형 자동차3,2022-02-23T14:00:00.000Z,228698495477208,15,16,428.0,-3,33
1469,R&D 연구시설단지,2022-02-23T14:00:00.000Z,229798007104984,22,27,236.0,-3,31
1470,주거단지,2022-02-23T15:00:00.000Z,225399960593880,16,20,217.0,-3,33
1471,미래형 자동차1,2022-02-23T15:00:00.000Z,226499472221656,13,16,252.0,-4,35
1472,미래형 자동차2,2022-02-23T15:00:00.000Z,227598983849432,15,17,822.0,-4,35
1473,미래형 자동차3,2022-02-23T15:00:00.000Z,228698495477208,13,14,559.0,-3,34
1474,R&D 연구시설단지,2022-02-23T15:00:00.000Z,229798007104984,20,25,204.0,-4,33
1475,주거단지,2022-02-23T16:00:00.000Z,225399960593880,14,18,230.0,-3,33
1476,미래형 자동차1,2022-02-23T16:00:00.000Z,226499472221656,13,16,259.0,-4,38
1477,미래형 자동차2,2022-02-23T16:00:00.000Z,227598983849432,14,16,930.0,-4,35
1478,미래형 자동차3,2022-02-23T16:00:00.000Z,228698495477208,12,13,756.0,-4,34
1479,R&D 연구시설단지,2022-02-23T16:00:00.000Z,229798007104984,19,24,221.0,-4,34
1480,주거단지,2022-02-23T17:00:00.000Z,225399960593880,14,18,268.0,-4,34
1481,미래형 자동차1,2022-02-23T17:00:00.000Z,226499472221656,13,17,260.0,-5,40
1482,미래형 자동차2,2022-02-23T17:00:00.000Z,227598983849432,17,20,1029.0,-5,41
1483,미래형 자동차3,2022-02-23T17:00:00.000Z,228698495477208,13,14,843.0,-4,38
1484,R&D 연구시설단지,2022-02-23T17:00:00.000Z,229798007104984,21,26,321.0,-6,40
1485,주거단지,2022-02-23T18:00:00.000Z,225399960593880,16,20,501.0,-4,40
1486,미래형 자동차1,2022-02-23T18:00:00.000Z,226499472221656,12,15,263.0,-6,50
1487,미래형 자동차2,2022-02-23T18:00:00.000Z,227598983849432,16,20,1046.0,-6,48
1488,미래형 자동차3,2022-02-23T18:00:00.000Z,228698495477208,14,16,847.0,-6,46
1489,R&D 연구시설단지,2022-02-23T18:00:00.000Z,229798007104984,21,27,617.0,-7,45
1490,주거단지,2022-02-23T19:00:00.000Z,225399960593880,17,22,1177.0,-6,49
1491,미래형 자동차1,2022-02-23T19:00:00.000Z,226499472221656,12,15,263.0,-7,57
1492,미래형 자동차2,2022-02-23T19:00:00.000Z,227598983849432,16,19,1080.0,-7,53
1493,미래형 자동차3,2022-02-23T19:00:00.000Z,228698495477208,14,16,1052.0,-6,53
1494,R&D 연구시설단지,2022-02-23T19:00:00.000Z,229798007104984,22,28,1212.0,-8,52
1495,주거단지,2022-02-23T20:00:00.000Z,225399960593880,18,23,924.0,-6,52
1496,미래형 자동차1,2022-02-23T20:00:00.000Z,226499472221656,13,16,266.0,-7,59
1497,미래형 자동차2,2022-02-23T20:00:00.000Z,227598983849432,17,21,1229.0,-8,58
1498,미래형 자동차3,2022-02-23T20:00:00.000Z,228698495477208,15,17,1211.0,-7,56
1499,R&D 연구시설단지,2022-02-23T20:00:00.000Z,229798007104984,21,27,1532.0,-8,57
1500,주거단지,2022-02-23T21:00:00.000Z,225399960593880,19,24,1413.0,-7,57
1501,미래형 자동차1,2022-02-23T21:00:00.000Z,226499472221656,13,16,252.0,-7,61
1502,미래형 자동차2,2022-02-23T21:00:00.000Z,227598983849432,16,20,1048.0,-8,61
1503,미래형 자동차3,2022-02-23T21:00:00.000Z,228698495477208,15,16,1134.0,-8,60
1504,R&D 연구시설단지,2022-02-23T21:00:00.000Z,229798007104984,21,27,1558.0,-8,61
1505,주거단지,2022-02-23T22:00:00.000Z,225399960593880,24,30,,-6,54
1506,미래형 자동차1,2022-02-23T22:00:00.000Z,226499472221656,14,18,288.0,-5,49
1507,미래형 자동차2,2022-02-23T22:00:00.000Z,227598983849432,22,26,1235.0,-6,54
1508,미래형 자동차3,2022-02-23T22:00:00.000Z,228698495477208,19,22,1445.0,-6,54
1509,R&D 연구시설단지,2022-02-23T22:00:00.000Z,229798007104984,25,32,1560.0,-6,54
1510,주거단지,2022-02-23T23:00:00.000Z,225399960593880,28,34,1090.0,-4,50
1511,미래형 자동차1,2022-02-23T23:00:00.000Z,226499472221656,20,25,422.0,2,38
1512,미래형 자동차2,2022-02-23T23:00:00.000Z,227598983849432,27,32,882.0,0,39
1513,미래형 자동차3,2022-02-23T23:00:00.000Z,228698495477208,24,26,1124.0,1,38
1514,R&D 연구시설단지,2022-02-23T23:00:00.000Z,229798007104984,24,31,1476.0,-1,40
1515,주거단지,2022-02-24T00:00:00.000Z,225399960593880,25,29,471.0,0,31
1516,미래형 자동차1,2022-02-24T00:00:00.000Z,226499472221656,16,20,301.0,6,25
1517,미래형 자동차2,2022-02-24T00:00:00.000Z,227598983849432,23,26,803.0,4,26
1518,미래형 자동차3,2022-02-24T00:00:00.000Z,228698495477208,20,22,788.0,2,28
1519,R&D 연구시설단지,2022-02-24T00:00:00.000Z,229798007104984,23,29,726.0,2,28
1520,주거단지,2022-02-24T01:00:00.000Z,225399960593880,26,30,517.0,6,25
1521,미래형 자동차1,2022-02-24T01:00:00.000Z,226499472221656,17,22,268.0,6,26
1522,미래형 자동차2,2022-02-24T01:00:00.000Z,227598983849432,26,29,890.0,7,25
1523,미래형 자동차3,2022-02-24T01:00:00.000Z,228698495477208,23,24,830.0,5,26
1524,R&D 연구시설단지,2022-02-24T01:00:00.000Z,229798007104984,22,29,476.0,2,29
1525,주거단지,2022-02-24T02:00:00.000Z,225399960593880,28,32,630.0,6,24
1526,미래형 자동차1,2022-02-24T02:00:00.000Z,226499472221656,18,23,265.0,6,26
1527,미래형 자동차2,2022-02-24T02:00:00.000Z,227598983849432,29,32,843.0,7,25
1528,미래형 자동차3,2022-02-24T02:00:00.000Z,228698495477208,25,27,834.0,5,27
1529,R&D 연구시설단지,2022-02-24T02:00:00.000Z,229798007104984,23,30,328.0,4,27
1530,주거단지,2022-02-24T03:00:00.000Z,225399960593880,30,34,513.0,7,23
1531,미래형 자동차1,2022-02-24T03:00:00.000Z,226499472221656,18,23,258.0,7,24
1532,미래형 자동차2,2022-02-24T03:00:00.000Z,227598983849432,30,33,817.0,9,23
1533,미래형 자동차3,2022-02-24T03:00:00.000Z,228698495477208,27,28,801.0,6,26
1534,R&D 연구시설단지,2022-02-24T03:00:00.000Z,229798007104984,23,29,274.0,6,24
1535,주거단지,2022-02-24T04:00:00.000Z,225399960593880,26,30,483.0,9,20
1536,미래형 자동차1,2022-02-24T04:00:00.000Z,226499472221656,18,23,222.0,10,21
1537,미래형 자동차2,2022-02-24T04:00:00.000Z,227598983849432,27,30,728.0,8,22
1538,미래형 자동차3,2022-02-24T04:00:00.000Z,228698495477208,24,25,703.0,7,23
1539,R&D 연구시설단지,2022-02-24T04:00:00.000Z,229798007104984,21,26,267.0,8,21
1540,주거단지,2022-02-24T05:00:00.000Z,225399960593880,20,23,482.0,12,16
1541,미래형 자동차1,2022-02-24T05:00:00.000Z,226499472221656,16,20,216.0,10,18
1542,미래형 자동차2,2022-02-24T05:00:00.000Z,227598983849432,21,23,743.0,9,19
1543,미래형 자동차3,2022-02-24T05:00:00.000Z,228698495477208,18,20,751.0,8,20
1544,R&D 연구시설단지,2022-02-24T05:00:00.000Z,229798007104984,18,23,258.0,9,19
1545,주거단지,2022-02-24T06:00:00.000Z,225399960593880,18,20,469.0,9,18
1546,미래형 자동차1,2022-02-24T06:00:00.000Z,226499472221656,15,19,229.0,9,19
1547,미래형 자동차2,2022-02-24T06:00:00.000Z,227598983849432,18,20,736.0,9,19
1548,미래형 자동차3,2022-02-24T06:00:00.000Z,228698495477208,16,17,796.0,8,19
1549,R&D 연구시설단지,2022-02-24T06:00:00.000Z,229798007104984,17,21,222.0,9,18
